Event_ID,Recruiter_ID,Candidate_ID,Date,Start_Time,End_Time,Availability_Status,Meeting_Duration,TimeZone,Meeting_Type,Invite_Status,Location,Department,Priority
4f3a10fb-3983-4c82-8fed-b224a206b68b,5b52a13f-5bd6-4620-bd12-394c7acbbb1e,c4b68eee-ed43-47a2-a92f-1699ec3d420b,2024-10-12,19:32:36.834440,21:12:36.834440,Available,100.0,UTC+1,Project Presentation,Sent,Phone Call,Marketing,Medium
a9bb0145-75f7-435c-ba26-2e603ee5c5e6,0dab468b-9b6f-44ba-a484-fc30922b277f,68a9c695-d952-476f-877b-008a8e1e047d,2024-09-17,11:05:32.902120,12:23:32.902120,Booked,78.0,UTC-8,Follow-up Meeting,Sent,Google Meet,Product,Medium
e9f97719-5306-4e49-ab31-1016b3737a5b,7707e4bb-3979-4125-acd7-4069f9979ccf,19a3a340-b4bf-46f0-9172-07019e93b4b6,2024-10-24,09:32:17.620033,10:09:17.620033,Pending Confirmation,37.0,UTC+1,Initial Discussion,Sent,Hybrid,Product,Medium
9b9962eb-5e6e-431e-8071-9d12619f7f35,92e492f1-e2a5-4bf9-bb2e-d4686627bf7b,26fc0f52-7fc3-4ee1-89c1-2726ac1e0097,2025-03-04,13:18:31.963594,15:14:31.963594,Blocked,116.0,UTC-5,Project Presentation,Declined,Microsoft Teams,Engineering,Low
124be0cc-ca98-4405-935c-a122889e4bf7,93412336-4e04-4766-a855-62413e8ce3f6,0f24b764-355a-4fb6-8d54-432ecde877c9,2024-05-09,11:16:40.750244,12:01:40.750244,Tentative,45.0,UTC+5,Technical Interview,Accepted,Phone Call,Customer Success,Low
28cdb3c3-45ac-4d76-872c-7078013dea32,c6f8fd3b-abeb-4b46-9822-b17606fd0e2d,499cf04e-7483-4198-97c2-fcf0bde7853b,2026-02-23,10:53:30.318533,11:34:30.318533,Booked,41.0,UTC-8,Initial Discussion,Pending,Google Meet,Sales,Low
7e97346b-db16-4b5f-8acc-98ead1027c6b,00378c98-75ce-45e1-8740-14f8c8cd6f4f,6877126f-f20a-4388-bd7b-7523d99b46e5,2025-06-05,10:06:32.485629,10:39:32.485629,Booked,33.0,UTC+5,Follow-up Meeting,Sent,Zoom,Sales,Medium
6fa8247e-39db-4ff7-8f57-212563ebc83a,514ccc43-3231-4f09-9bc3-5b35eee7df49,12dcc837-d602-4838-8fc5-dbdb6bdc86df,2025-02-02,15:41:06.318302,17:13:06.318302,Booked,92.0,UTC-5,Follow-up Meeting,Declined,In-Person,Sales,Low
c5e9b52e-4981-4411-a37c-a8ab2b287c5a,6fa14d69-3086-4dbf-b0ea-7988d18479b3,5bdae936-8ee6-46a0-b28f-88e2dd76d4fb,2025-07-18,07:28:36.833112,08:52:36.833112,Blocked,84.0,UTC+5,Final Round,Sent,Hybrid,Product,Medium
e1d8e851-ec69-497b-91ba-d46f9ca0cb19,9c46aa4e-274a-4195-8366-7eb7eb65f9f6,079a00e7-7597-43ed-83cb-51d37746d021,2025-11-05,00:05:57.433643,01:01:57.433643,Blocked,56.0,UTC+5,Initial Discussion,Sent,Google Meet,Customer Success,Low
8adcadf2-06e3-44bd-9d31-35bc1666800f,4e5906e9-7484-45ba-8122-b1809e2d531c,525e275b-0d0b-4dfd-94c7-a8a7ca4238e2,2025-04-17,23:29:42.428080,00:21:42.428080,Blocked,52.0,UTC+1,Follow-up Meeting,Sent,Microsoft Teams,Sales,Low
6aff8b86-a83c-4522-8639-206c2850f55b,2bdc61df-b83d-440e-a2bf-cf9e15ae3944,3bc66a26-a7bd-42cf-a660-25ec84c25f3f,2026-03-06,05:03:35.647427,06:03:35.647427,Pending Confirmation,60.0,UTC+5,Project Presentation,Accepted,Zoom,Marketing,High
d14eabd6-0f35-4970-8bb5-29bc15c81d71,b134c377-60d7-4bb3-becd-a5b7122f8f99,d6b581e8-1356-4852-a302-c5be442aca44,2026-03-06,06:44:45.978236,07:15:45.978236,Pending Confirmation,31.0,UTC-8,HR Screening,Declined,Zoom,Engineering,Medium
c957c4a5-a7c8-4649-8ce6-66d39c455322,66ce2f33-5da9-4e1d-b328-d0dc5b0a62e1,11d3a6a7-8a97-4dfc-a373-f3c41d0f7b25,2024-07-02,23:28:31.183583,00:52:31.183583,Blocked,84.0,UTC-5,Final Round,Sent,Zoom,Customer Success,Low
ae61cc02-a5ed-44f8-ab1c-2161ece0768e,cccb2119-a04a-41c6-9ab1-9b787b3bde1b,3d6caf24-f3b2-4014-8456-b1df500c2f5b,2024-06-03,22:57:22.036949,00:38:22.036949,Pending Confirmation,101.0,UTC-8,Initial Discussion,Sent,Google Meet,Sales,Low
0666e48e-e7e8-40d5-bd11-fdc5a59c9754,1a0a7e49-ea52-47cb-bc6c-8b3584826732,2b4ed0de-ee94-4cc3-8149-0181bfe3d813,2026-02-02,20:05:32.967415,20:56:32.967415,Tentative,51.0,UTC-5,HR Screening,Declined,Zoom,Marketing,High
91715b1e-5391-4af6-b636-f04355d7b90d,8867ddcc-7c93-4eef-a7a8-1e3f46c67f35,eef3fe88-aebc-4fab-b0aa-2056230506d1,2024-09-23,21:02:58.741520,22:29:58.741520,Tentative,87.0,UTC+1,Final Round,Declined,Phone Call,Product,Medium
4e380cce-f461-4393-9f9e-a1f9cac4d4bc,f2eb7f9a-0c77-4733-8185-a58e2d07809f,ae04b83f-f843-4739-af60-df86df1e4676,2025-07-16,19:48:46.459774,20:49:46.459774,Pending Confirmation,61.0,UTC+1,Technical Interview,Sent,Hybrid,Sales,Medium
79824aeb-ca9d-4606-a4a4-f5601c7444bd,aab413f9-c49c-40d9-a938-4481f24d9881,d49cc894-3dba-48be-85c0-98ff2186f06f,2025-08-16,03:01:45.058988,04:13:45.058988,Pending Confirmation,72.0,UTC+1,Project Presentation,Pending,In-Person,Product,Medium
aac9b00c-e1da-4fa0-b15b-8465c0987af2,835365ac-d92d-403a-bea7-f0f683726a22,37072d3e-8e75-4dc2-aba6-0edf3103b994,2024-04-04,22:32:55.236459,00:17:55.236459,Tentative,105.0,UTC+5,Follow-up Meeting,Pending,Google Meet,Product,Low
2251e8ab-4157-4fc3-99f9-9e288f1dcb7f,c98f6d55-b737-498f-a107-167242980eb8,8a52fc99-9245-4682-91dc-7c312a109b1f,2025-08-25,03:52:11.101771,04:28:11.101771,Available,36.0,UTC-8,Final Round,Declined,In-Person,Marketing,Low
312f2a93-03b2-4d01-95a7-0e1eb83ad2f4,84ef9469-42d7-4ca7-8844-ae448556a01e,e1c727cc-7535-4451-b96f-ada534f6eab1,2025-07-20,20:48:19.486497,21:58:19.486497,Blocked,70.0,UTC+5,HR Screening,Pending,In-Person,Engineering,Low
85916fa8-e8b7-41f9-b7fd-611623d881fc,bf3996a2-059c-4193-810c-52691e3434ae,9952c510-0131-43da-9a5e-40301528a84f,2025-01-13,17:18:51.000616,17:57:51.000616,Pending Confirmation,39.0,UTC-8,Final Round,Sent,In-Person,Engineering,Low
599e8967-8cf3-4063-87c8-aaab915bfede,fb92d722-797b-467a-b7b3-abbbc5e1c4db,64e02f66-b32e-48c5-a569-9dd5e8117d3d,2024-11-08,05:51:05.961837,07:19:05.961837,Available,88.0,UTC+5,Final Round,Sent,Hybrid,Engineering,Medium
05355029-7b3e-4c49-8196-89852147d6de,66c6ff5c-8fea-4f72-8eab-90b79eb54b0c,84c98e74-60db-4762-8693-b7d8da2f8b4a,2025-12-25,02:12:34.723974,02:48:34.723974,Booked,36.0,UTC+5,Initial Discussion,Sent,Google Meet,Marketing,High
da110fb1-a27c-47d9-bd0e-f4595335995d,ba33ba2d-789f-46ba-8eee-6ad64b90fed5,a4112fff-9a97-4b20-8930-488b0d9c95d9,2025-08-10,15:20:13.097634,16:26:13.097634,Booked,66.0,UTC-5,Initial Discussion,Accepted,Microsoft Teams,Sales,Low
565ccec8-816c-4b6c-b4da-9f8b45f780fc,8c6d407d-aeaa-4d5e-809d-c137b459609e,6d0c5f91-6706-4126-9d33-c3481a0e9ead,2025-02-06,16:13:13.733986,18:13:13.733986,Pending Confirmation,120.0,UTC+1,Final Round,Accepted,Microsoft Teams,Sales,Low
bfc2f2e8-7e29-4358-ad2c-e68391aae382,5e074c10-8a6e-42a9-b968-306b4fa66c9c,151da664-a3a6-48f6-a05e-7cddada6758d,2025-09-28,20:32:42.252042,22:23:42.252042,Blocked,111.0,UTC-8,Final Round,Accepted,Phone Call,Product,Medium
8692035a-3951-4b65-8a9f-90670f4aaa01,9930c5bc-7537-44e3-8c10-5365a9982dd4,92414541-f993-4b64-9ec5-bb1e8cd5f589,2025-08-31,07:56:27.746820,08:51:27.746820,Pending Confirmation,55.0,UTC+5,Project Presentation,Pending,Phone Call,Engineering,High
8aacba33-3cfd-4338-8ba4-2c9c17e6d7d5,bf740d28-8e4b-4d50-bfe9-cb144c618712,77716d36-8b0a-4c7b-9656-4e6c6ebd7d45,2026-01-04,10:36:14.502639,11:42:14.502639,Pending Confirmation,66.0,UTC-8,Follow-up Meeting,Pending,Google Meet,Product,Low
f4f65a03-7776-4ab1-8ed4-dd16948b7dcb,3791c6f4-6aaf-4256-a25d-f0477872a33c,97d0b072-9522-4b47-b937-51e738f8793c,2024-08-03,05:20:09.055223,06:13:09.055223,Tentative,53.0,UTC+5,Follow-up Meeting,Declined,Phone Call,Marketing,High
e1ba36f9-5967-47b1-896f-569a90b00885,6ed01fde-5967-49f4-9a50-29ffffbeda72,70058855-a66c-455c-8612-33f2cfaae4d6,2024-06-01,20:31:26.947412,21:49:26.947412,Blocked,78.0,UTC-5,Technical Interview,Sent,In-Person,Marketing,Medium
5ee936d3-a02f-4ac6-9126-bb20f6ba3068,1c5a7466-776a-4c40-a8d5-040ae8033587,3b2f7a22-76e0-40e0-ac83-4df4220c7a9e,2025-09-02,08:52:05.962756,10:29:05.962756,Blocked,97.0,UTC+1,Technical Interview,Sent,Microsoft Teams,Engineering,High
8f670b68-bc0e-4507-a59b-1ad8d518556e,0f7be301-264b-4225-af85-c7e8155920de,110cdd2a-8149-4b47-9017-86f12c2b2a34,2024-11-23,19:01:11.702233,20:12:11.702233,Tentative,71.0,UTC+1,Follow-up Meeting,Sent,Hybrid,Engineering,Low
08f425f1-f2df-4479-9a71-10ae5a94cbea,7d317225-590c-4288-b850-7d910660bf52,7ce3b7f8-ac89-49cb-ad47-ed4a37f8ffb2,2026-03-10,23:59:36.409300,01:56:36.409300,Available,117.0,UTC+5,Initial Discussion,Sent,Microsoft Teams,Product,Low
7178b825-3d39-41e2-8762-842916f8e67a,5bba1e14-17a9-4dff-ae6e-f79563b9365e,2ee0e555-f1de-4d7a-85fa-dcd1ac454aa9,2024-09-17,15:46:34.043354,17:17:34.043354,Blocked,91.0,UTC-8,Project Presentation,Sent,Google Meet,Product,High
a317d32a-f064-4d70-b739-604319888094,a716f20e-2d90-4b51-9f47-a64cce25535f,61fcedf6-1262-4bd5-8423-7aba0dd3ba7c,2025-07-05,10:51:05.277142,11:26:05.277142,Pending Confirmation,35.0,UTC+1,Project Presentation,Pending,Hybrid,Engineering,High
b97b576e-d3bc-42da-b3c9-a6c4d64510e8,db0822b2-9fe2-4019-acce-2e5355e3948c,8528a29e-9039-4521-8605-f910ef4b4125,2025-08-16,01:08:01.190684,02:32:01.190684,Booked,84.0,UTC-8,Initial Discussion,Pending,Google Meet,Product,Low
aac1c251-22ef-454d-985e-569fb8435778,b338e40a-3b5e-42fe-8cb8-8db75524e1f3,5ce55367-855d-4b6e-9fbb-276444450a8e,2024-11-13,14:32:09.825272,16:31:09.825272,Available,119.0,UTC-5,Follow-up Meeting,Declined,Phone Call,Customer Success,Medium
1f2a9267-7fdb-47e0-b6cd-696bfe30b9b6,d37af239-31d9-4825-986c-644536089020,e554bc49-4fdf-401b-8b4b-ebce100276df,2025-09-01,11:20:53.489293,12:11:53.489293,Available,51.0,UTC-5,Initial Discussion,Pending,Phone Call,Engineering,Low
2ec36439-ef44-49e1-8ac8-396077d1a0b8,45e9be89-9e0b-4e58-81c2-89d4b39bbc64,45b51010-8156-41c1-8c00-4ab11cea744a,2025-04-05,12:30:32.915711,14:24:32.915711,Pending Confirmation,114.0,UTC-5,Initial Discussion,Accepted,Zoom,Product,Low
dab820e4-bbdb-443f-83f9-ca54564802a9,1e7b7b39-1cbe-47c0-a909-b491cb0dee97,3e76d904-9938-4893-893a-5262b7dfd77c,2024-07-29,02:28:51.057179,03:03:51.057179,Available,35.0,UTC+1,Initial Discussion,Pending,Zoom,Marketing,High
5ef4ab12-85a1-4764-985a-bd525b2ccfb6,0d541d1d-51b9-4da5-b818-53ac7ad4ee9a,e97a86cc-bb78-4104-80c6-b34507dad83d,2025-03-19,11:54:08.690779,13:06:08.690779,Blocked,72.0,UTC-5,Technical Interview,Pending,Microsoft Teams,Customer Success,Medium
ab77641f-d25c-4d62-a3e7-914986f3ab64,1ddd9b1b-b814-4a7d-ac06-05c033bee775,e0512177-3b29-4cd1-9630-11ddaec40066,2026-02-10,13:27:59.090377,14:07:59.090377,Blocked,40.0,UTC-5,HR Screening,Sent,Zoom,Marketing,Medium
1c7b9c3e-d84b-4d77-9e9f-fe55d97c8c3b,87405e45-2ec3-4aca-8da6-34d693519519,9bf6c389-e157-479c-a928-2c3fd5d12f69,2025-01-13,20:56:07.034075,22:50:07.034075,Tentative,114.0,UTC-5,Project Presentation,Sent,Phone Call,Customer Success,Medium
1ddf95e1-ea3f-4ca6-882b-a36f1f89176e,31e890e0-a80c-419b-999a-42b4450dd5b7,4ba6628f-11cf-486a-9d7f-a818096dd1bd,2025-06-26,15:37:52.945289,17:14:52.945289,Pending Confirmation,97.0,UTC-5,Technical Interview,Accepted,Google Meet,Customer Success,Low
10e86ff5-d780-4dd7-8a41-35d435bb4cb5,f4762bf2-7177-4c2a-8140-78bfbd29879c,d5802e67-9275-40e5-8719-b1dbcccb2d37,2024-10-27,05:05:51.202521,06:08:51.202521,Booked,63.0,UTC-8,HR Screening,Accepted,Microsoft Teams,Marketing,High
f5d5b24c-5f66-4263-a851-28ebbeb14294,21c6985f-1394-47ee-9105-b5eb16b7b5bd,6bb8856d-51bd-4ea9-a17a-8be6cddae60b,2025-08-02,09:30:47.998795,11:22:47.998795,Booked,112.0,UTC+1,Follow-up Meeting,Pending,Phone Call,Sales,High
9609c469-5d9a-405c-b6b7-c88935dbddfb,4ffceec4-87dd-42a7-b384-599a740a7679,223f158e-a279-4c55-80b8-01ece4f6f92f,2025-09-13,14:56:53.122189,16:48:53.122189,Available,112.0,UTC-8,Project Presentation,Accepted,Google Meet,Engineering,High
702a743c-0d37-475a-aea4-d8c00606f769,d84526fb-7ffe-4b68-9246-b30ac5cd0aaf,1a028c4e-9389-4bcf-8af7-2a5585f03fa7,2024-08-11,09:27:44.782047,10:39:44.782047,Pending Confirmation,72.0,UTC-8,HR Screening,Sent,Google Meet,Product,Low
e8d018d8-2e2c-42b9-a1ad-c43d89418fbf,cca2ebab-ec5b-4436-bb3b-507f1f67684c,2cf23c76-b1e2-4f96-8426-7ce0896acdb7,2024-09-17,19:54:52.933431,20:33:52.933431,Booked,39.0,UTC-8,HR Screening,Declined,In-Person,Customer Success,High
f169c6fc-4de3-4af0-a078-156cdc6ca277,e061b8f1-441b-4d3c-a5ee-2bd5de797b04,7741e447-5078-4a39-b9bc-19bed837c36a,2024-07-13,05:06:12.534771,06:08:12.534771,Blocked,62.0,UTC+1,Final Round,Declined,Phone Call,Sales,High
a1bdbf64-cfc6-4810-8e9d-cc6aaf1f673d,5586d733-9e8e-4588-8571-469d8cc0df5b,548d827d-9592-41b6-8199-a19c04242181,2025-08-19,19:22:26.471880,21:09:26.471880,Pending Confirmation,107.0,UTC-5,Technical Interview,Sent,Phone Call,Product,Low
64cf41a9-a6b7-402d-ad20-948298bc0cb8,32481f2d-34b6-4a37-9dc3-f1b0ece1a3da,66bc7f5a-d25f-4cb1-8f17-a432cef6cf1a,2025-05-08,17:02:45.601919,18:43:45.601919,Available,101.0,UTC+5,Initial Discussion,Declined,In-Person,Customer Success,Medium
a22cf4e2-ad3b-4ffd-b2b7-1d23cfb6c09c,9bb812d9-5200-4082-83ae-360cb8b13a84,7fc69e19-cf8b-49a2-a0da-d603af6bf983,2024-05-25,02:41:03.684742,03:54:03.684742,Booked,73.0,UTC-8,Final Round,Pending,Phone Call,Sales,Medium
a027abaf-31ac-4fcd-a802-a97ec9a7cd4c,b6121e8d-4e7b-43fc-8d2f-476cd21ade72,ec853b3c-0426-4359-a624-64272f1738a4,2024-09-26,14:54:10.136018,16:50:10.136018,Blocked,116.0,UTC+1,HR Screening,Declined,Zoom,Engineering,Low
71e1c78d-373a-41a2-a91b-e21cebd691b7,06ed74e5-8961-4297-920c-0458c983517a,ef5e14f4-1b7c-4e5d-a2fe-b21053bae3d6,2024-06-08,21:17:42.094133,21:56:42.094133,Pending Confirmation,39.0,UTC-5,HR Screening,Pending,Phone Call,Product,High
e4674a42-d3a4-4947-ab5d-39bdb72951f0,b1c3d17d-558c-4345-8bec-7ae79b24e6f3,6541457f-2975-4ce8-8154-0a54b9243efb,2024-11-05,20:50:14.045343,21:46:14.045343,Blocked,56.0,UTC-8,Initial Discussion,Accepted,Zoom,Product,High
687a9e79-58b1-4af4-97da-5ae1a50ca0a4,cef924ae-ce66-4c33-a010-49e8380020e8,30c7ca57-8d41-4e6c-98d7-5c7c1a1cacf6,2024-09-26,07:30:26.752149,08:40:26.752149,Available,70.0,UTC-8,HR Screening,Accepted,Zoom,Engineering,Medium
f9cf4811-0550-439e-963d-c0f79e3029aa,98d62927-8871-4718-b149-fa1cdd71a8da,b7d5b011-8f17-473a-8172-b8b46908df99,2025-07-18,02:54:02.073533,03:54:02.073533,Blocked,60.0,UTC+1,Final Round,Declined,Phone Call,Sales,Medium
75a8cf65-41c9-40be-b958-092bd3a915ad,5941589f-6e70-445c-9901-a922d450e9bf,5f6e441c-8d64-4782-8bcb-d42d43a801d8,2025-05-29,01:00:48.507536,01:51:48.507536,Tentative,51.0,UTC-8,Technical Interview,Pending,Microsoft Teams,Sales,Medium
7dc2f5b9-173d-453a-8db0-5f9ef80252ee,e54d5cea-276c-41d1-9d92-5a640910802f,22382bfb-c49b-4955-a41b-edc5d5312aa0,2025-03-13,12:56:32.434951,13:26:32.434951,Booked,30.0,UTC+5,HR Screening,Pending,Google Meet,Product,Low
53208e93-3b2a-457a-bb5e-0ba5e0172afa,69c322a7-38d7-4258-af8b-9ddce0aaf3df,a368d678-4c01-4b12-8714-1730d6c3f970,2026-02-20,16:44:55.310008,18:31:55.310008,Booked,107.0,UTC+5,HR Screening,Declined,Zoom,Sales,High
