Message_ID,Session_ID,Speaker,Timestamp,Raw_Text,Parsed_Date,Parsed_Time,Intent_Label,Entities,Context,Language,Sentiment,Hour_of_Day,Day_of_Week,Month,Text_Length,Duration,TimeZone,Speaker_Encoded,Intent_Label_Encoded,Language_Encoded,Sentiment_Encoded
c5bad04b-dc5c-4f6c-9154-f5022d543575,e33a880f-67f4-4204-8abb-67f0ca748c5e,Recruiter,2026-01-01 18:09:57.161131,I'm in EST. What times work best for you?,2025-03-23,06:17:56,cancel_meeting,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Monday"", ""TimeSlot"": ""Evening""}",Term choice human trouble series behind.,de,neutral,18,Thursday,January,41,30 min,UTC-5,2,0,0,1
81e1cf26-2cf7-4fe2-8057-26cf7a45452e,3a0d29c3-7d41-48f5-8284-2ab65fdda54f,Recruiter,2025-05-09 13:12:08.575413,I prefer morning/afternoon meetings on Monday,2025-04-11,11:27:59,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Monday"", ""TimeSlot"": ""Morning""}",Hope meeting especially Mrs fire administration.,de,negative,13,Friday,May,45,60 min,UTC-5,2,0,0,0
b8cb15ce-44a7-429e-a9c8-21aca816dfa4,360aae34-3f57-42cf-ae69-ce41723ade30,Recruiter,2025-11-12 19:29:57.495664,I'm in EST. What times work best for you?,2024-12-21,10:24:17,offer_availability,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Evening""}",Voice small cost industry say card girl.,de,positive,19,Wednesday,November,41,30 min,UTC-8,2,1,0,2
4c38f8dc-c3e5-4434-9de2-8fd5120d54d0,de27d7a8-9db4-4e18-9dab-824f1c5c5f79,Recruiter,2025-05-25 21:36:12.580550,I have free slots on Friday around morning,2025-02-05,22:23:49,reschedule,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Monday"", ""TimeSlot"": ""Afternoon""}",Store look against rock region process character.,en,positive,21,Sunday,May,42,45 min,UTC-8,2,3,1,2
054df20e-e19e-48e7-9598-802d3421c561,0e059df9-acc3-48e7-8688-d075156428e6,Bot,2024-11-24 09:24:15.643869,Looking for a Final Round interview this week,2024-04-21,21:40:23,offer_availability,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Afternoon""}",Collection whose attention his partner line letter.,de,neutral,9,Sunday,November,45,30 min,UTC-8,0,1,0,1
3377a76c-711e-4760-8a64-04fdf277dfa7,21a370cb-196d-4f03-8b83-3ff341c0efd5,Candidate,2025-03-29 16:33:35.907271,Can we accommodate my UTC schedule?,2026-01-03,07:14:51,cancel_meeting,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Morning""}",Sort family person until.,de,neutral,16,Saturday,March,35,30 min,UTC-8,1,0,0,1
dc99b503-874a-4227-a84f-c45f533beeb0,7c43ca33-1672-4d91-afa5-417de8cf6eb4,Recruiter,2025-01-16 19:44:58.919668,I'm looking to book a 60-minute meeting next week,2024-05-19,01:15:49,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Morning""}",Large huge answer.,es,neutral,19,Thursday,January,49,60 min,UTC+8,2,0,2,1
e100a9c9-df10-43c9-8024-b97dee9beb95,b6d62dd6-cb89-44a9-9ef8-4a2e12da55eb,Candidate,2024-12-07 08:30:31.604062,I'm available next Monday between 9:00 AM and 4:00 PM,2025-05-30,22:17:53,request_time_slot,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+8"", ""Day"": ""Monday"", ""TimeSlot"": ""Evening""}",Question chance between interesting.,fr,positive,8,Saturday,December,53,60 min,UTC+8,1,2,3,2
4c85633b-bda1-4dc9-b674-237b7f3e1f61,2fd336d7-59f2-440d-8b33-770a04cbac84,Candidate,2025-03-14 06:27:18.256481,I need to reschedule our previous meeting,2025-01-08,08:30:58,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+8"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Morning""}",Paper sure hundred policy stay table.,en,positive,6,Friday,March,41,60 min,UTC+8,1,0,1,2
25b1ed74-3929-4531-855c-80c0bdb4e2bd,d138e2fa-feb7-425e-80b5-e2550bfd484f,Candidate,2026-02-02 04:57:05.656791,I need to reschedule our previous meeting,2025-03-19,12:58:16,offer_availability,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Morning""}",Issue ever we.,es,negative,4,Monday,February,41,60 min,UTC-8,1,1,2,0
4b1d8270-76f5-4e20-ac69-b91788f790e1,cbda383e-0b8a-4498-b4f5-57a0f11b028f,Bot,2025-07-31 20:19:33.665738,I'm available next Monday between 9:00 AM and 4:00 PM,2025-05-14,03:20:57,request_time_slot,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Friday"", ""TimeSlot"": ""Evening""}",Find environmental black population bad set the happy.,fr,neutral,20,Thursday,July,53,30 min,UTC+5,0,2,3,1
f3174780-bcf3-4fa7-b49e-9ee482ea6c09,a78b78cc-5177-4def-a6f6-6a7680a85e49,Candidate,2024-04-08 07:34:19.580035,Can we move our discussion to a different time?,2024-06-18,18:34:50,reschedule,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Thursday"", ""TimeSlot"": ""Morning""}",Land deep hard security.,fr,neutral,7,Monday,April,47,30 min,UTC+1,1,3,3,1
7c9bc8b5-7acb-47ad-af23-b4d13775012e,0afa28bd-64d2-44c5-b25b-d43872ff5bee,Recruiter,2024-12-15 00:37:40.554550,I'm in EST. What times work best for you?,2025-01-09,06:52:10,offer_availability,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Friday"", ""TimeSlot"": ""Evening""}",Consider past nearly environment you.,en,positive,0,Sunday,December,41,30 min,UTC+5,2,1,1,2
be589393-cedc-4f33-98e4-7736ca1771d4,2d49cae0-6305-4e4d-846d-53521f6ec031,Bot,2025-03-08 02:36:58.532476,Can we schedule a 30-minute interview for Thursday?,2025-08-30,20:32:16,request_time_slot,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Morning""}",Campaign event firm exist trial different.,es,neutral,2,Saturday,March,51,45 min,UTC-8,0,2,2,1
b94678ae-1d16-426b-a28e-9344f2428269,989bf6bc-fb53-4757-b188-cb5a36cb76b7,Recruiter,2025-07-23 04:52:49.806711,I have free slots on Friday around morning,2025-07-07,11:27:52,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Friday"", ""TimeSlot"": ""Evening""}",Happen relationship size.,en,negative,4,Wednesday,July,42,60 min,UTC+1,2,0,1,0
fe52ab17-1bb2-4ecd-997e-aa2ea4fb7cbc,a55e280d-8723-48dd-a03d-d090b82c4d96,Bot,2024-12-28 19:40:09.836817,I'm looking to book a 60-minute meeting next week,2024-04-05,17:38:28,offer_availability,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Monday"", ""TimeSlot"": ""Morning""}",Plan science think around.,es,neutral,19,Saturday,December,49,30 min,UTC+1,0,1,2,1
d3eca021-0eb9-47a4-843d-9ae986106902,b462a32c-da96-4a09-8095-f871359983df,Recruiter,2024-12-31 11:58:44.634620,I need to reschedule our previous meeting,2025-03-08,13:24:20,schedule_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Evening""}",Continue book let.,fr,negative,11,Tuesday,December,41,60 min,UTC+1,2,4,3,0
b563c9f0-7178-4e7d-9de7-ceb310959d3a,6dcac6b2-e921-403a-82bf-938967132cd2,Recruiter,2024-11-19 19:16:30.271488,I'm looking to book a 60-minute meeting next week,2025-09-10,23:31:20,offer_availability,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Morning""}",Painting skill rise rather.,en,neutral,19,Tuesday,November,49,30 min,UTC+5,2,1,1,1
6c35dca2-c499-4a18-a3ad-a4cb043ae6ab,61f9ba0f-fa19-4203-93e3-42e7f433be05,Candidate,2024-09-24 11:47:46.060553,Can we move our discussion to a different time?,2024-07-05,19:44:52,reschedule,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Friday"", ""TimeSlot"": ""Evening""}",Door something discover must.,de,negative,11,Tuesday,September,47,30 min,UTC+5,1,3,0,0
c1a33369-9137-430f-8382-02534976364d,52b8ae86-65a0-43ca-bc4e-1f95e2630959,Candidate,2026-02-26 22:33:25.870640,My schedule is open on Friday from 3:30 PM to 11:00 AM,2024-11-12,21:42:18,offer_availability,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Friday"", ""TimeSlot"": ""Morning""}",Choice computer investment visit wish follow production.,fr,negative,22,Thursday,February,54,60 min,UTC-8,1,1,3,0
97496ab2-bb52-4b01-a7db-f3d1da5269d5,e420965d-d24a-4635-adb6-f0704a97128a,Bot,2025-05-27 19:50:52.596680,I have free slots on Friday around morning,2025-04-21,20:36:20,cancel_meeting,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Afternoon""}",Expert federal sort fish together.,en,neutral,19,Tuesday,May,42,30 min,UTC-5,0,0,1,1
737c8c33-f611-4fc1-a89a-0337dc67a854,abda5592-e0a7-481c-ac2b-4b7315633c1b,Candidate,2025-07-05 08:20:52.955498,Can we move our discussion to a different time?,2024-10-14,03:24:08,schedule_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Evening""}",Light half give goal door official we.,de,negative,8,Saturday,July,47,60 min,UTC-5,1,4,0,0
d7431ece-16d3-44e0-88e5-624c4a1df50a,dbc6dbfa-97d4-4119-b18f-1b072e8e2bbc,Bot,2026-02-14 00:30:29.404384,I have free slots on Friday around morning,2025-05-11,18:23:51,schedule_meeting,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Morning""}",According audience before note assume relationship star.,es,negative,0,Saturday,February,42,30 min,UTC-8,0,4,2,0
b9d8d688-4b6d-4467-aa62-3d7f3e292159,6cf9f9eb-2e08-4460-a480-c8c8484f5580,Recruiter,2024-05-21 23:34:28.290961,I'm in EST. What times work best for you?,2026-01-11,19:24:08,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Morning""}",Adult particularly value talk.,en,neutral,23,Tuesday,May,41,60 min,UTC-8,2,0,1,1
be34835c-9264-4cfc-bbce-c98042ca21d3,24a4a7df-2d96-470e-8e85-1763d719b9a3,Candidate,2026-01-18 03:45:14.722919,Can we accommodate my UTC schedule?,2025-01-24,09:01:06,cancel_meeting,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Afternoon""}",Argue fund measure throw member.,fr,positive,3,Sunday,January,35,30 min,UTC-8,1,0,3,2
7f5b6519-3849-40df-a5c9-a64c0b47f734,af8b73ee-acfc-4c10-b576-226dcdea0733,Candidate,2025-10-07 02:49:35.183536,I'm available next Monday between 9:00 AM and 4:00 PM,2025-09-15,21:00:29,schedule_meeting,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Morning""}",Many project a series collection computer.,fr,neutral,2,Tuesday,October,53,45 min,UTC+1,1,4,3,1
e4403d2f-b06a-4d5e-944c-b54ef15ba5e4,5e8f29d9-3b77-4832-9ec2-ee6ce3741d7d,Bot,2025-08-29 08:58:57.506191,Looking for a Final Round interview this week,2025-12-10,23:54:19,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+8"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Morning""}",Media attack movie today part.,en,neutral,8,Friday,August,45,60 min,UTC+8,0,0,1,1
780aacc6-5205-4716-9c4e-82909c76e6c2,facf6d6a-df74-418c-8cda-f42a1dd1f95a,Candidate,2025-05-05 00:03:29.930061,I need to reschedule our previous meeting,2025-12-06,13:10:34,reschedule,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Friday"", ""TimeSlot"": ""Afternoon""}",Eat image line reflect unit do.,fr,negative,0,Monday,May,41,30 min,UTC-5,1,3,3,0
e35a32e3-5c84-44f8-8fd6-c61ea237f2d7,39346321-7028-4565-bf73-4ca121e53efb,Recruiter,2026-01-18 15:24:23.490155,I prefer morning/afternoon meetings on Monday,2025-05-23,11:48:00,request_time_slot,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Thursday"", ""TimeSlot"": ""Evening""}",Up wish produce first college they soon.,es,neutral,15,Sunday,January,45,60 min,UTC-5,2,2,2,1
6b1bf76b-6539-48dd-8f0e-58eb9a11475a,a15912fd-e99b-4d84-9c72-c54e289d71ee,Candidate,2026-01-22 19:33:04.309333,My availability has changed. Let's find a new slot.,2025-04-14,15:15:46,cancel_meeting,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+8"", ""Day"": ""Friday"", ""TimeSlot"": ""Evening""}",Strong add plant identify college national.,es,neutral,19,Thursday,January,51,30 min,UTC+8,1,0,2,1
a00f474a-8bc9-4994-97dd-d51e79cc515a,784bfec4-4227-4d99-98a9-5cf7d2ae137a,Recruiter,2025-09-19 03:38:06.946790,My schedule is open on Friday from 3:30 PM to 11:00 AM,2024-10-12,06:08:07,reschedule,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Monday"", ""TimeSlot"": ""Evening""}",Rule continue animal use Democrat our.,fr,negative,3,Friday,September,54,60 min,UTC+1,2,3,3,0
e2717a4b-16b2-4440-bcc7-ff49f4c289d1,4ad896ed-c719-4ced-bb56-04ba80209e86,Recruiter,2024-12-02 02:19:35.591340,Can we move our discussion to a different time?,2025-04-28,17:06:46,cancel_meeting,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Evening""}",Three leader big under four watch east true.,es,positive,2,Monday,December,47,45 min,UTC+5,2,0,2,2
108f4b5e-4179-4f7f-a812-626137ff8ff5,83bbe862-cac9-4814-b626-64bed04c23f6,Recruiter,2026-01-09 19:52:44.166579,Can we move our discussion to a different time?,2025-01-10,02:08:11,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Friday"", ""TimeSlot"": ""Evening""}",Suffer yourself nearly piece develop later word.,fr,neutral,19,Friday,January,47,60 min,UTC-8,2,0,3,1
e9fb0988-01c1-44f8-a2e8-c91f946cf50f,238bd0f6-7961-4dce-afc1-b4688bb761ed,Bot,2025-01-28 10:12:20.140340,Can we accommodate my UTC schedule?,2025-07-31,03:49:21,offer_availability,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Afternoon""}",Agree consumer hand attack authority professor.,fr,neutral,10,Tuesday,January,35,45 min,UTC+1,0,1,3,1
806417a1-bef7-4205-b5b9-aaa51ac32933,38953549-f578-436a-96c6-3192b7248314,Recruiter,2025-09-10 01:44:17.594517,Are there any open slots for a Initial Screening next week?,2025-09-15,11:54:18,schedule_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Evening""}",Certainly indicate section pressure message just manager.,en,neutral,1,Wednesday,September,59,60 min,UTC+5,2,4,1,1
2ae13378-d08c-4d4b-a32c-35c88800421b,fa8cf983-3ad8-4301-a826-52b230aa1e91,Bot,2025-10-14 16:18:47.120337,Can we move our discussion to a different time?,2025-07-04,07:23:52,request_time_slot,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Evening""}",Opportunity several yeah dog evening.,fr,positive,16,Tuesday,October,47,45 min,UTC-5,0,2,3,2
23f90783-da9e-47eb-9d9c-ecfb93afb67c,9af101a0-9ee2-4ef0-9329-912a40999fdc,Candidate,2024-12-24 14:45:29.291371,I have free slots on Friday around morning,2024-03-20,11:29:26,offer_availability,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Evening""}",Lawyer question must win.,en,neutral,14,Tuesday,December,42,30 min,UTC-8,1,1,1,1
453f949a-cca8-4c24-86e5-f48e74a44fcd,9791ffc6-6eed-4260-8be1-065a43459797,Recruiter,2025-02-04 19:00:46.711243,Can we move our discussion to a different time?,2025-12-09,06:48:47,request_time_slot,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Thursday"", ""TimeSlot"": ""Afternoon""}",Student religious number hear Democrat scientist ten.,es,positive,19,Tuesday,February,47,30 min,UTC+5,2,2,2,2
09eb47bf-dda0-406f-877c-e98601c5134f,866cb7a7-d6e7-4ae4-92e7-d66533c41c72,Bot,2024-06-15 04:54:41.443033,My availability has changed. Let's find a new slot.,2024-05-22,19:39:13,offer_availability,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Morning""}",Window group board heart direction draw billion.,de,positive,4,Saturday,June,51,30 min,UTC+5,0,1,0,2
11ae5488-068f-4744-9fd4-e3d4551743fb,c150280e-7e56-4a95-82f0-3d64af856340,Bot,2025-03-12 06:21:55.603328,Can we schedule a 30-minute interview for Thursday?,2024-09-10,02:57:30,offer_availability,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Evening""}",Something rather wrong parent.,fr,neutral,6,Wednesday,March,51,45 min,UTC-8,0,1,3,1
fe4547d6-aa05-4d2f-b31b-919bc3313623,a1b7c1c0-5705-435a-bf24-e24880d88df1,Bot,2024-05-26 12:19:46.230814,Can we accommodate my UTC schedule?,2025-01-11,23:13:14,request_time_slot,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC+8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Morning""}",Deep during religious season high there.,de,neutral,12,Sunday,May,35,45 min,UTC+8,0,2,0,1
81b7b1bd-17d8-4c56-96ee-a4c39b2fdee0,67da3172-cf9a-48b5-8a58-20548062d694,Recruiter,2025-10-20 06:51:39.512494,I'm in EST. What times work best for you?,2024-05-30,04:22:48,schedule_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Friday"", ""TimeSlot"": ""Afternoon""}",Side important hear company prepare.,es,neutral,6,Monday,October,41,60 min,UTC+1,2,4,2,1
00bac9d2-c2b2-4e52-a8ed-071b0be83c32,671e2128-79ed-4401-bc8b-d0c9681fd205,Recruiter,2024-12-24 23:39:00.790275,My schedule is open on Friday from 3:30 PM to 11:00 AM,2024-06-19,20:09:28,reschedule,"{""Duration"": ""30 min"", ""TimeZone"": ""UTC+1"", ""Day"": ""Wednesday"", ""TimeSlot"": ""Afternoon""}",Science minute agree general knowledge.,en,positive,23,Tuesday,December,54,30 min,UTC+1,2,3,1,2
f3bb74ff-0c34-4b7c-a797-ad06dbfc03c0,637ae75f-7a94-410a-8b32-1b5c89857f83,Candidate,2025-03-16 11:48:45.240645,Can we schedule a 30-minute interview for Thursday?,2024-12-14,00:49:41,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Morning""}",That policy could education appear.,de,neutral,11,Sunday,March,51,60 min,UTC-8,1,0,0,1
d9f28ea2-56ac-4a26-b261-3065c4579a18,4f48f6e3-d51f-4f49-b246-3821bbb07a49,Recruiter,2024-10-17 08:26:02.282194,Looking for a Final Round interview this week,2024-05-15,05:55:59,cancel_meeting,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC-5"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Afternoon""}",Fund rich arrive low program.,de,negative,8,Thursday,October,45,45 min,UTC-5,2,0,0,0
2d8ad76d-3572-4a2b-a2b8-c20860f14e2a,65abba8a-47a2-484a-952d-b54e9d0054a4,Bot,2026-01-29 15:04:56.636814,I'm available next Monday between 9:00 AM and 4:00 PM,2024-06-11,14:22:07,request_time_slot,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Monday"", ""TimeSlot"": ""Afternoon""}",Able whether professor draw person.,fr,neutral,15,Thursday,January,53,45 min,UTC+5,0,2,3,1
415141a4-5cc6-424f-8c9f-c24687fc2ee2,7e1110ee-0f09-4d3e-aacf-da278256f638,Recruiter,2024-10-15 13:48:50.841019,Looking for a Final Round interview this week,2024-06-13,04:10:45,request_time_slot,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC-8"", ""Day"": ""Thursday"", ""TimeSlot"": ""Morning""}",Market box team action maintain we cost degree.,fr,neutral,13,Tuesday,October,45,60 min,UTC-8,2,2,3,1
ada7f90f-d431-44a7-a11e-ca73971acc4a,da609c7f-a84c-479b-af6d-6847a6157a2a,Recruiter,2024-11-06 14:13:43.779076,I'm available next Monday between 9:00 AM and 4:00 PM,2025-03-02,22:34:25,cancel_meeting,"{""Duration"": ""45 min"", ""TimeZone"": ""UTC+5"", ""Day"": ""Tuesday"", ""TimeSlot"": ""Afternoon""}",So she maybe message.,es,negative,14,Wednesday,November,53,45 min,UTC+5,2,0,2,0
4137c3eb-c97f-486f-8e47-d68a917f1122,4841ecc2-86d9-4ade-b032-d4e353a38e5a,Bot,2025-09-23 22:38:02.528101,I'm available next Monday between 9:00 AM and 4:00 PM,2024-03-24,21:27:27,cancel_meeting,"{""Duration"": ""60 min"", ""TimeZone"": ""UTC+8"", ""Day"": ""Monday"", ""TimeSlot"": ""Morning""}",Guy standard after see government decision exist.,de,positive,22,Tuesday,September,53,60 min,UTC+8,0,0,0,2
